open,high,low,close,volume,adjusted_close,time
369.68833333333333,371.8666666666666,342.17966666666666,343.8533,97209777,343.8533,2022-01-13 00:00:00 Thursday
339.96,350.6666666666667,337.793,349.87,72924421,349.87,2022-01-14 00:00:00 Friday
342.20166666666665,356.93,338.68666666666667,343.5033,66989401,343.5033,2022-01-18 00:00:00 Tuesday
347.23499999999996,351.5566666666667,331.6667,331.8834,75442498,331.8834,2022-01-19 00:00:00 Wednesday
336.57666666666665,347.22,331.3333333333333,332.09,70488742,332.09,2022-01-20 00:00:00 Thursday
332.11333333333334,334.84999999999997,313.5,314.6334,103416021,314.6334,2022-01-21 00:00:00 Friday
301.58666666666664,311.17103333333336,283.8233333333333,310.0,152375129,310.0,2022-01-24 00:00:00 Monday
304.73333333333335,317.08666666666664,301.07,306.1334,86595900,306.1334,2022-01-25 00:00:00 Tuesday
317.4767,329.23,302.0,312.47,104867283,312.47,2022-01-26 00:00:00 Wednesday
311.12,311.7967,276.3333333333333,276.3667,147109556,276.3667,2022-01-27 00:00:00 Thursday
277.18666666666667,285.8333333333333,264.00336666666664,282.1167,134788940,282.1167,2022-01-28 00:00:00 Friday
290.90333333333336,312.66333333333336,287.34999999999997,312.24,104436090,312.24,2022-01-31 00:00:00 Monday
311.7367,314.56666666666666,301.6667,310.4167,73138339,310.4167,2022-02-01 00:00:00 Tuesday
309.3933333333333,310.5,296.46999999999997,301.8867,66793048,301.8867,2022-02-02 00:00:00 Wednesday
294.0,312.3333333333333,293.50666666666666,297.0467,78855565,297.0467,2022-02-03 00:00:00 Thursday
299.0733333333333,312.1667,293.7233333333333,307.7733,73625458,307.7733,2022-02-04 00:00:00 Friday
307.93,315.92333333333335,300.90296666666666,302.4467,60994468,302.4467,2022-02-07 00:00:00 Monday
301.8433333333333,308.7633,298.26666666666665,307.3333,50729009,307.3333,2022-02-08 00:00:00 Tuesday
311.6667,315.4233,306.6667,310.6667,52259548,310.6667,2022-02-09 00:00:00 Wednesday
302.79,314.6033333333333,298.90003333333334,301.5167,66126835,301.5167,2022-02-10 00:00:00 Thursday
303.21003333333334,305.32,283.56666666666666,286.6667,79645855,286.6667,2022-02-11 00:00:00 Friday
287.19,299.62663333333336,284.38336666666663,291.92,67756411,291.92,2022-02-14 00:00:00 Monday
300.0,307.6667,297.79246666666666,307.4767,57649528,307.4767,2022-02-15 00:00:00 Tuesday
304.68333333333334,308.80996666666664,300.40333333333336,307.7967,51294392,307.7967,2022-02-16 00:00:00 Wednesday
304.42,306.1666333333333,291.3666666666667,292.1167,55178431,292.1167,2022-02-17 00:00:00 Thursday
295.3333333333333,295.62336666666664,279.2033333333333,285.66,68501845,285.66,2022-02-18 00:00:00 Friday
278.04333333333335,285.5779333333333,267.0334,273.8433,83288185,273.8433,2022-02-22 00:00:00 Tuesday
276.81,278.43323333333336,253.51999999999998,254.68,95257017,254.68,2022-02-23 00:00:00 Wednesday
233.46333333333334,267.49333333333334,233.33333333333334,266.9233,135322298,266.9233,2022-02-24 00:00:00 Thursday
269.74333333333334,273.1667,260.80016666666666,269.9567,76067758,269.9567,2022-02-25 00:00:00 Friday
271.67,292.2866666666667,271.56916666666666,290.1433,99006864,290.1433,2022-02-28 00:00:00 Monday
289.8933333333333,296.62666666666667,284.5933333333333,288.1234,74766859,288.1234,2022-03-01 00:00:00 Tuesday
290.71003333333334,295.49333333333334,281.42403333333334,293.2967,74643448,293.2967,2022-03-02 00:00:00 Wednesday
292.92333333333335,295.4796666666667,277.5334,279.7633,61623508,279.7633,2022-03-03 00:00:00 Thursday
283.03333333333336,285.21666666666664,275.0536333333333,279.43,67179859,279.43,2022-03-04 00:00:00 Friday
285.43333333333334,288.7133333333333,268.19,268.1934,72494161,268.1934,2022-03-07 00:00:00 Monday
265.1767,283.33003333333335,260.7233333333333,274.8,80399095,274.8,2022-03-08 00:00:00 Tuesday
279.82666666666665,286.8533333333333,277.33666666666664,286.3233,59183968,286.3233,2022-03-09 00:00:00 Wednesday
283.81666666666666,284.81666666666666,270.1200666666667,279.4333,58648651,279.4333,2022-03-10 00:00:00 Thursday
280.0656666666667,281.26733333333334,264.59003333333334,265.1167,67037161,265.1167,2022-03-11 00:00:00 Friday
260.2033333333333,266.90003333333334,252.01333333333332,255.4567,71152258,255.4567,2022-03-14 00:00:00 Monday
258.42333333333335,268.52333333333337,252.19000000000003,267.2967,66841141,267.2967,2022-03-15 00:00:00 Tuesday
